Stock Ticker,BBBY,BBBY,BBBY,BBBY,BBBY,BBBY,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,OLED,OLED,OLED,OLED,OLED,OLED
Stock Info,High,Low,Open,Close,Volume,Adj Close,High,Low,Open,Close,Volume,Adj Close,High,Low,Open,Close,Volume,Adj Close,High,Low,Open,Close,Volume,Adj Close
Date,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-05,27.940000534057617,27.040000915527344,27.040000915527344,27.6200008392334,1302700,27.6200008392334,720.9500122070312,711.4099731445312,716.0,714.6300048828125,12919600,714.6300048828125,147.83999633789062,146.1699981689453,146.97999572753906,147.05999755859375,46397700.0,146.02174377441406,235.3000030517578,231.92999267578125,232.58999633789062,233.74000549316406,292700.0,232.12001037597656
2021-08-06,28.040000915527344,27.049999237060547,27.8799991607666,27.239999771118164,1871700,27.239999771118164,716.3300170898438,697.6300048828125,711.9000244140625,699.0999755859375,15623000,699.0999755859375,147.11000061035156,145.6300048828125,146.35000610351562,146.13999938964844,54126800.0,145.32565307617188,220.22999572753906,202.2100067138672,217.0,209.14999389648438,1100100.0,207.70040893554688
2021-08-09,28.5,26.8799991607666,27.1200008392334,27.989999771118164,2800000,27.989999771118164,719.030029296875,705.1300048828125,710.1699829101562,713.760009765625,14715300,713.760009765625,146.6999969482422,145.52000427246094,146.1999969482422,146.08999633789062,48908700.0,145.2759246826172,211.58999633789062,204.97999572753906,211.38999938964844,207.52999877929688,388700.0,206.09164428710938
2021-08-10,29.829999923706055,28.1299991607666,28.299999237060547,29.559999465942383,2177100,29.559999465942383,716.5900268554688,701.8800048828125,713.989990234375,709.989990234375,13432300,709.989990234375,147.7100067138672,145.3000030517578,146.44000244140625,145.60000610351562,69023100.0,144.78868103027344,208.39999389648438,200.1199951171875,207.60000610351562,204.5800018310547,407500.0,203.16209411621094
2021-08-11,30.100000381469727,28.899999618530273,29.239999771118164,29.540000915527344,1819400,29.540000915527344,715.1799926757812,704.2100219726562,712.7100219726562,707.8200073242188,9800600,707.8200073242188,146.72000122070312,145.52999877929688,146.0500030517578,145.86000061035156,48493500.0,145.04722595214844,206.3300018310547,201.25,205.86000061035156,203.77000427246094,203900.0,202.35769653320312
2021-08-12,30.1200008392334,28.559999465942383,29.549999237060547,28.979999542236328,1391500,28.979999542236328,722.7999877929688,699.4000244140625,706.3400268554688,722.25,17459100,722.25,149.0500030517578,145.83999633789062,146.19000244140625,148.88999938964844,72282600.0,148.0603485107422,202.75999450683594,199.33999633789062,202.75999450683594,199.9499969482422,295000.0,198.56417846679688
2021-08-13,29.06999969482422,27.75,28.950000762939453,27.850000381469727,1186200,27.850000381469727,729.9000244140625,714.3400268554688,723.7100219726562,717.1699829101562,16731500,717.1699829101562,149.44000244140625,148.27000427246094,148.97000122070312,149.10000610351562,59375000.0,148.2691650390625,199.91000366210938,195.11000061035156,199.47000122070312,196.1999969482422,341800.0,194.8401641845703
2021-08-16,28.40999984741211,27.25,27.700000762939453,27.520000457763672,1339200,27.520000457763672,709.5,676.4000244140625,705.0700073242188,686.1699829101562,22677400,686.1699829101562,151.19000244140625,146.47000122070312,148.5399932861328,151.1199951171875,103296000.0,150.2779083251953,197.63999938964844,193.75,195.5,196.3800048828125,352900.0,195.0189208984375
2021-08-17,27.270000457763672,26.1200008392334,27.049999237060547,26.540000915527344,2236400,26.540000915527344,674.5800170898438,648.8400268554688,672.6599731445312,665.7100219726562,23721300,665.7100219726562,151.67999267578125,149.08999633789062,150.22999572753906,150.19000244140625,92229700.0,149.3531036376953,197.60000610351562,192.83999633789062,194.52999877929688,197.4199981689453,232300.0,196.0517120361328
2021-08-18,26.8799991607666,25.950000762939453,26.520000457763672,26.020000457763672,1469600,26.020000457763672,695.77001953125,669.3499755859375,669.75,688.989990234375,20349400,688.989990234375,150.72000122070312,146.14999389648438,149.8000030517578,146.36000061035156,86326000.0,145.54443359375,203.99000549316406,197.47000122070312,198.6199951171875,199.8300018310547,335900.0,198.4450225830078
2021-08-19,26.110000610351562,25.219999313354492,25.68000030517578,25.889999389648438,1727700,25.889999389648438,686.5499877929688,667.5900268554688,678.2100219726562,673.469970703125,14313500,673.469970703125,148.0,144.5,145.02999877929688,146.6999969482422,86960300.0,145.88255310058594,204.80999755859375,198.57000732421875,198.99000549316406,203.6999969482422,407400.0,202.28819274902344
2021-08-20,26.799999237060547,25.780000686645508,25.860000610351562,26.579999923706055,1787000,26.579999923706055,692.1300048828125,673.7000122070312,682.8499755859375,680.260009765625,14841900,680.260009765625,148.5,146.77999877929688,147.44000244140625,148.19000244140625,60549600.0,147.36424255371094,205.67999267578125,202.5,203.80999755859375,203.41000366210938,406500.0,202.0001983642578
2021-08-23,27.6200008392334,26.25,26.770000457763672,27.3799991607666,2182300,27.3799991607666,712.1300048828125,680.75,685.4400024414062,706.2999877929688,20264900,706.2999877929688,150.19000244140625,147.88999938964844,148.30999755859375,149.7100067138672,60131800.0,148.8757781982422,209.72000122070312,203.25999450683594,204.17999267578125,207.35000610351562,440600.0,205.91290283203125
2021-08-24,29.1200008392334,27.549999237060547,27.56999969482422,28.610000610351562,3897400,28.610000610351562,715.219970703125,702.6400146484375,710.6799926757812,708.489990234375,13083100,708.489990234375,150.86000061035156,149.14999389648438,149.4499969482422,149.6199951171875,48606400.0,148.78627014160156,209.99000549316406,206.69000244140625,207.38999938964844,208.2899932861328,327800.0,206.84637451171875
2021-08-25,29.229999542236328,27.8700008392334,28.770000457763672,28.75,2663100,28.75,716.969970703125,704.0,707.030029296875,711.2000122070312,12645600,711.2000122070312,150.32000732421875,147.8000030517578,149.80999755859375,148.36000061035156,58991300.0,147.5332794189453,211.99000549316406,205.22999572753906,209.1199951171875,206.77999877929688,243000.0,205.3468475341797
2021-08-26,30.139999389648438,27.860000610351562,29.34000015258789,28.010000228881836,3123200,28.010000228881836,715.4000244140625,697.6199951171875,708.3099975585938,701.1599731445312,13214300,701.1599731445312,149.1199951171875,147.50999450683594,148.35000610351562,147.5399932861328,48597200.0,146.71786499023438,208.08999633789062,204.05999755859375,207.02000427246094,204.47999572753906,136700.0,203.0627899169922
2021-08-27,28.799999237060547,27.739999771118164,27.959999084472656,28.329999923706055,2177600,28.329999923706055,715.0,702.0999755859375,705.0,711.9199829101562,13833800,711.9199829101562,148.75,146.8300018310547,147.47999572753906,148.60000610351562,55802400.0,147.77195739746094,209.58999633789062,203.35000610351562,204.44000244140625,209.4199981689453,276700.0,207.96853637695312
2021-08-30,28.950000762939453,28.100000381469727,28.40999984741211,28.440000534057617,1382200,28.440000534057617,731.0,712.72998046875,714.719970703125,730.9099731445312,18604200,730.9099731445312,153.49000549316406,148.61000061035156,149.0,153.1199951171875,90956700.0,152.26675415039062,210.0,205.8300018310547,210.0,208.6999969482422,292100.0,207.2535400390625
2021-08-31,28.209999084472656,27.389999389648438,28.09000015258789,27.540000915527344,2054500,27.540000915527344,740.3900146484375,726.4400024414062,733.0,735.719970703125,20855400,735.719970703125,152.8000030517578,151.2899932861328,152.66000366210938,151.8300018310547,86453100.0,150.9839630126953,209.83999633789062,205.4600067138672,209.61000061035156,208.58999633789062,260500.0,207.14430236816406
2021-09-01,27.8799991607666,26.709999084472656,27.530000686645508,27.739999771118164,2095600,27.739999771118164,741.989990234375,731.27001953125,734.0800170898438,734.0900268554688,13204300,734.0900268554688,154.97999572753906,152.33999633789062,152.8300018310547,152.50999450683594,80313700.0,151.66015625,209.5,205.97999572753906,209.5,208.86000061035156,268800.0,207.4124298095703
2021-09-02,28.15999984741211,27.15999984741211,27.25,27.700000762939453,1151900,27.700000762939453,740.969970703125,730.5399780273438,734.5,732.3900146484375,12777300,732.3900146484375,154.72000122070312,152.39999389648438,153.8699951171875,153.64999389648438,71115500.0,152.79380798339844,210.2899932861328,207.47999572753906,209.9499969482422,208.60000610351562,148000.0,207.15423583984375
2021-09-03,27.729999542236328,26.90999984741211,27.700000762939453,27.020000457763672,1834600,27.020000457763672,734.0,724.2000122070312,732.25,733.5700073242188,15246100,733.5700073242188,154.6300048828125,153.08999633789062,153.75999450683594,154.3000030517578,57808700.0,153.44020080566406,209.7899932861328,207.49000549316406,208.0399932861328,209.22999572753906,132300.0,207.7798614501953
2021-09-07,26.6200008392334,25.079999923706055,26.420000076293945,25.190000534057617,5131500,25.190000534057617,760.2000122070312,739.260009765625,740.0,752.9199829101562,20039800,752.9199829101562,157.25999450683594,154.38999938964844,154.97000122070312,156.69000244140625,82278300.0,155.81689453125,209.72999572753906,205.17999267578125,209.24000549316406,205.2899932861328,141400.0,203.86715698242188
2021-09-08,25.299999237060547,23.719999313354492,25.190000534057617,24.270000457763672,6506700,24.270000457763672,764.4500122070312,740.77001953125,761.5800170898438,753.8699951171875,18793000,753.8699951171875,157.0399932861328,153.97999572753906,156.97999572753906,155.11000061035156,74420200.0,154.2456817626953,205.47999572753906,201.55999755859375,205.47999572753906,203.2899932861328,156800.0,201.8810272216797
2021-09-09,25.770000457763672,24.1299991607666,24.3700008392334,25.329999923706055,3218600,25.329999923706055,762.0999755859375,751.6300048828125,753.4099731445312,754.8599853515625,14077700,754.8599853515625,156.11000061035156,153.9499969482422,155.49000549316406,154.07000732421875,57305700.0,153.21148681640625,204.2100067138672,200.25999450683594,203.9199981689453,201.4199981689453,287700.0,200.0239715576172
2021-09-10,25.639999389648438,24.309999465942383,25.40999984741211,24.440000534057617,2434400,24.440000534057617,762.6099853515625,734.52001953125,759.5999755859375,736.27001953125,15184200,736.27001953125,155.47999572753906,148.6999969482422,155.0,148.97000122070312,140893200.0,148.13987731933594,204.6699981689453,200.1199951171875,202.8300018310547,200.2899932861328,177200.0,198.9018096923828
2021-09-13,24.639999389648438,23.8799991607666,24.450000762939453,24.209999084472656,2454100,24.209999084472656,744.780029296875,708.8499755859375,740.2100219726562,743.0,22952500,743.0,151.4199981689453,148.75,150.6300048828125,149.5500030517578,102404300.0,148.71665954589844,201.1199951171875,198.08999633789062,201.0399932861328,200.60000610351562,227100.0,199.2096710205078
2021-09-14,24.229999542236328,23.329999923706055,24.209999084472656,23.829999923706055,2301000,23.829999923706055,754.469970703125,736.4000244140625,742.5700073242188,744.489990234375,18524900,744.489990234375,151.07000732421875,146.91000366210938,150.35000610351562,148.1199951171875,109296300.0,147.2946014404297,201.24000549316406,196.5500030517578,201.13999938964844,197.1699981689453,250100.0,195.80343627929688
2021-09-15,24.270000457763672,23.309999465942383,23.729999542236328,24.010000228881836,1860300,24.010000228881836,756.8599853515625,738.3599853515625,745.0,755.8300170898438,15357700,755.8300170898438,149.44000244140625,146.3699951171875,148.55999755859375,149.02999877929688,83281300.0,148.19955444335938,197.3300018310547,193.52000427246094,196.97000122070312,195.27999877929688,392300.0,194.1234588623047
2021-09-16,24.469999313354492,23.399999618530273,24.0,23.459999084472656,1987000,23.459999084472656,758.9099731445312,747.6099853515625,752.8300170898438,756.989990234375,13923400,756.989990234375,148.97000122070312,147.22000122070312,148.44000244140625,148.7899932861328,68034100.0,147.96087646484375,201.69000244140625,194.14999389648438,195.05999755859375,199.6199951171875,375500.0,198.437744140625
2021-09-17,24.450000762939453,23.56999969482422,23.6299991607666,24.139999389648438,4655100,24.139999389648438,761.0399780273438,750.0,757.1500244140625,759.489990234375,28204200,759.489990234375,148.82000732421875,145.75999450683594,148.82000732421875,146.05999755859375,129868800.0,145.24610900878906,199.63999938964844,192.67999267578125,199.0500030517578,195.75,1085000.0,194.59068298339844
2021-09-20,24.25,23.229999542236328,23.600000381469727,23.6200008392334,2299100,23.6200008392334,742.0,718.6199951171875,734.5599975585938,730.1699829101562,24757700,730.1699829101562,144.83999633789062,141.27000427246094,143.8000030517578,142.94000244140625,123478900.0,142.1434783935547,194.4499969482422,187.92999267578125,193.5,190.75,407600.0,189.62026977539062
2021-09-21,23.770000457763672,23.040000915527344,23.610000610351562,23.1200008392334,1815500,23.1200008392334,744.739990234375,730.4400024414062,734.7899780273438,739.3800048828125,16330700,739.3800048828125,144.60000610351562,142.77999877929688,143.92999267578125,143.42999267578125,75834000.0,142.63075256347656,193.66000366210938,189.52999877929688,191.75999450683594,189.7899932861328,235900.0,188.6659698486328
2021-09-22,24.09000015258789,23.049999237060547,23.389999389648438,23.469999313354492,1733200,23.469999313354492,753.6699829101562,739.1199951171875,743.530029296875,751.9400024414062,15126300,751.9400024414062,146.42999267578125,143.6999969482422,144.4499969482422,145.85000610351562,76404300.0,145.0372772216797,194.4600067138672,189.5,190.47999572753906,192.66000366210938,250400.0,191.51898193359375
2021-09-23,24.350000381469727,23.350000381469727,23.700000762939453,23.459999084472656,1896300,23.459999084472656,758.2000122070312,747.9199829101562,755.0,753.6400146484375,11947500,753.6400146484375,147.0800018310547,145.63999938964844,146.64999389648438,146.8300018310547,64838200.0,146.01181030273438,195.85000610351562,191.27000427246094,193.35000610351562,192.4499969482422,292400.0,191.31021118164062
2021-09-24,23.360000610351562,22.329999923706055,23.170000076293945,22.950000762939453,4306100,22.950000762939453,774.7999877929688,744.5599975585938,745.8900146484375,774.3900146484375,21373000,774.3900146484375,147.47000122070312,145.55999755859375,145.66000366210938,146.9199981689453,53477900.0,146.10130310058594,193.86000061035156,190.27999877929688,191.8300018310547,190.6699981689453,245100.0,189.54075622558594
2021-09-27,24.469999313354492,22.809999465942383,22.899999618530273,23.770000457763672,4626000,23.770000457763672,799.0,769.3099975585938,773.1199951171875,791.3599853515625,28070700,791.3599853515625,145.9600067138672,143.82000732421875,145.47000122070312,145.3699951171875,74150700.0,144.55995178222656,189.74000549316406,185.05999755859375,188.5500030517578,186.5,551200.0,185.39544677734375
2021-09-28,23.770000457763672,22.579999923706055,23.290000915527344,22.8700008392334,4242900,22.8700008392334,795.6400146484375,766.1799926757812,787.2000122070312,777.5599975585938,25381400,777.5599975585938,144.75,141.69000244140625,143.25,141.91000366210938,108972300.0,141.11924743652344,185.91000366210938,180.75999450683594,184.0,181.14999389648438,400200.0,180.07713317871094
2021-09-29,23.479999542236328,22.139999389648438,22.979999542236328,22.200000762939453,5132100,22.200000762939453,793.5,770.6799926757812,779.7999877929688,781.3099975585938,20942900,781.3099975585938,144.4499969482422,142.02999877929688,142.47000122070312,142.8300018310547,74602000.0,142.0341033935547,183.9600067138672,172.77000427246094,181.8300018310547,173.0,932200.0,171.97540283203125
2021-09-30,18.0,15.699999809265137,16.040000915527344,17.270000457763672,52923400,17.270000457763672,789.1300048828125,775.0,781.0,775.47998046875,17956000,775.47998046875,144.3800048828125,141.27999877929688,143.66000366210938,141.5,89056700.0,140.71151733398438,176.9499969482422,170.72000122070312,174.19000244140625,170.9600067138672,667300.0,169.947509765625
2021-10-01,17.489999771118164,16.5,17.3700008392334,16.579999923706055,13159400,16.579999923706055,780.780029296875,763.5900268554688,778.4000244140625,775.219970703125,17031400,775.219970703125,142.9199981689453,139.11000061035156,141.89999389648438,142.64999389648438,94639600.0,141.8551025390625,172.97999572753906,167.47999572753906,171.22000122070312,171.8699951171875,446300.0,170.8520965576172
2021-10-04,16.799999237060547,15.619999885559082,16.25,15.699999809265137,8890400,15.699999809265137,806.969970703125,776.1199951171875,796.5,781.530029296875,30483300,781.530029296875,142.2100067138672,138.27000427246094,141.75999450683594,139.13999938964844,98322000.0,138.36465454101562,171.00999450683594,164.60000610351562,171.00999450683594,165.89999389648438,570300.0,164.91746520996094
2021-10-05,15.670000076293945,14.800000190734863,15.609999656677246,15.029999732971191,12372300,15.029999732971191,797.3099975585938,774.2000122070312,784.7999877929688,780.5900268554688,18432600,780.5900268554688,142.24000549316406,139.36000061035156,139.49000549316406,141.11000061035156,80861100.0,140.32369995117188,171.42999267578125,165.33999633789062,166.32000732421875,167.9499969482422,315000.0,166.95530700683594
2021-10-06,15.199999809265137,14.229999542236328,14.8100004196167,14.420000076293945,9605200,14.420000076293945,786.6599731445312,773.219970703125,776.2000122070312,782.75,14632800,782.75,142.14999389648438,138.3699951171875,139.47000122070312,142.0,83221100.0,141.20872497558594,169.1300048828125,163.3000030517578,166.60000610351562,164.75999450683594,359000.0,163.78419494628906
2021-10-07,15.539999961853027,14.520000457763672,14.630000114440918,15.5,8534400,15.5,805.0,783.3800048828125,785.4600219726562,793.6099853515625,19195800,793.6099853515625,144.22000122070312,142.72000122070312,143.05999755859375,143.2899932861328,61732700.0,142.4915313720703,172.16000366210938,166.27000427246094,166.27000427246094,170.0500030517578,347300.0,169.0428924560547
2021-10-08,15.699999809265137,14.8100004196167,15.4399995803833,14.850000381469727,5072200,14.850000381469727,796.3800048828125,780.9099731445312,796.2100219726562,785.489990234375,16738600,785.489990234375,144.17999267578125,142.55999755859375,144.02999877929688,142.89999389648438,58773200.0,142.10369873046875,171.66000366210938,168.2100067138672,170.25,169.00999450683594,237600.0,168.009033203125
2021-10-11,15.15999984741211,14.5,14.890000343322754,14.59000015258789,5023600,14.59000015258789,801.239990234375,785.5,787.6500244140625,791.9400024414062,14200300,791.9400024414062,144.80999755859375,141.80999755859375,142.27000427246094,142.80999755859375,64452200.0,142.0142059326172,173.3699951171875,168.83999633789062,169.00999450683594,170.1300048828125,222800.0,169.12242126464844
2021-10-12,14.770000457763672,14.34000015258789,14.649999618530273,14.449999809265137,3422900,14.449999809265137,812.3200073242188,796.5700073242188,800.9299926757812,805.719970703125,22020000,805.719970703125,143.25,141.0399932861328,143.22999572753906,141.50999450683594,73035900.0,140.72145080566406,172.7899932861328,167.72999572753906,172.33999633789062,170.4499969482422,376300.0,169.4405059814453
2021-10-13,14.739999771118164,14.100000381469727,14.640000343322754,14.4399995803833,4982000,14.4399995803833,815.4099731445312,805.780029296875,810.469970703125,811.0800170898438,14120100,811.0800170898438,141.39999389648438,139.1999969482422,141.24000549316406,140.91000366210938,78762700.0,140.1248016357422,173.1300048828125,171.05999755859375,171.4199981689453,172.9600067138672,253900.0,171.93565368652344
2021-10-14,14.609999656677246,13.920000076293945,14.149999618530273,14.420000076293945,5591200,14.420000076293945,820.25,813.3499755859375,815.489990234375,818.3200073242188,12247200,818.3200073242188,143.8800048828125,141.50999450683594,142.11000061035156,143.75999450683594,69907100.0,142.9589080810547,177.72000122070312,174.3800048828125,175.7100067138672,176.5800018310547,371500.0,175.5342254638672
2021-10-15,14.699999809265137,13.930000305175781,14.59000015258789,13.989999771118164,4817200,13.989999771118164,843.2100219726562,822.3499755859375,823.739990234375,843.030029296875,18924600,843.030029296875,144.89999389648438,143.50999450683594,143.77000427246094,144.83999633789062,67940300.0,144.03289794921875,179.85000610351562,176.22999572753906,176.75999450683594,176.80999755859375,274400.0,175.76283264160156
2021-10-18,15.130000114440918,13.760000228881836,14.050000190734863,14.720000267028809,9370200,14.720000267028809,875.260009765625,851.469970703125,851.7899780273438,870.1099853515625,24207200,870.1099853515625,146.83999633789062,143.16000366210938,143.4499969482422,146.5500030517578,85589200.0,145.73338317871094,180.1999969482422,176.5,177.57000732421875,179.0,507000.0,177.9398651123047
2021-10-19,14.90999984741211,14.220000267028809,14.65999984741211,14.5,5719100,14.5,877.9500122070312,862.510009765625,877.530029296875,864.27001953125,17381100,864.27001953125,149.1699981689453,146.5500030517578,147.00999450683594,148.75999450683594,76378900.0,147.93104553222656,182.27999877929688,178.77000427246094,179.63999938964844,182.27999877929688,387600.0,181.20045471191406
2021-10-20,14.850000381469727,14.260000228881836,14.5,14.279999732971191,3427800,14.279999732971191,869.489990234375,857.3800048828125,865.3499755859375,865.7999877929688,14032100,865.7999877929688,149.75,148.1199951171875,148.6999969482422,149.25999450683594,58418800.0,148.4282684326172,183.58999633789062,180.25,182.50999450683594,180.63999938964844,272300.0,179.57017517089844
2021-10-21,14.640000343322754,14.210000038146973,14.300000190734863,14.289999961853027,2924800,14.289999961853027,900.0,855.5,856.0,894.0,31481500,894.0,149.63999938964844,147.8699951171875,148.80999755859375,149.47999572753906,61421000.0,148.6470489501953,183.67999267578125,180.08999633789062,180.47000122070312,181.72000122070312,336900.0,180.64376831054688
2021-10-22,14.760000228881836,14.029999732971191,14.220000267028809,14.3100004196167,3784100,14.3100004196167,910.0,890.9600219726562,895.5,909.6799926757812,22880800,909.6799926757812,150.17999267578125,148.63999938964844,149.69000244140625,148.69000244140625,58883400.0,147.86146545410156,182.14999389648438,173.27999877929688,181.75,173.38999938964844,299600.0,172.36309814453125
2021-10-25,14.800000190734863,14.039999961853027,14.239999771118164,14.460000038146973,3390500,14.460000038146973,1045.02001953125,944.2000122070312,950.530029296875,1024.8599853515625,62852100,1024.8599853515625,149.3699951171875,147.6199951171875,148.67999267578125,148.63999938964844,50720600.0,147.8117218017578,175.1999969482422,171.16000366210938,173.10000610351562,173.5,224100.0,172.4724578857422
2021-10-26,14.65999984741211,14.010000228881836,14.449999809265137,14.130000114440918,4089200,14.130000114440918,1094.93994140625,1001.4400024414062,1024.68994140625,1018.4299926757812,62415000,1018.4299926757812,150.83999633789062,149.00999450683594,149.3300018310547,149.32000732421875,60893400.0,148.48794555664062,175.2899932861328,173.3800048828125,175.1199951171875,174.00999450683594,243000.0,172.9794158935547
2021-10-27,14.130000114440918,13.380000114440918,14.109999656677246,13.670000076293945,8415400,13.670000076293945,1070.8800048828125,1030.780029296875,1039.6600341796875,1037.8599853515625,38526500,1037.8599853515625,149.72999572753906,148.49000549316406,149.36000061035156,148.85000610351562,56094900.0,148.0205535888672,175.5399932861328,172.60000610351562,174.0,172.6699981689453,370500.0,171.64736938476562
2021-10-28,14.40999984741211,13.550000190734863,13.850000381469727,14.390000343322754,7038200,14.390000343322754,1081.0,1054.199951171875,1068.31005859375,1077.0400390625,27213200,1077.0400390625,153.1699981689453,149.72000122070312,149.82000732421875,152.57000732421875,100077900.0,151.7198486328125,179.86000061035156,173.17999267578125,173.9199981689453,179.77000427246094,517600.0,178.705322265625
2021-10-29,14.729999542236328,13.979999542236328,14.449999809265137,14.039999961853027,5414000,14.039999961853027,1115.2099609375,1073.2099609375,1081.8599853515625,1114.0,29918400,1114.0,149.94000244140625,146.41000366210938,147.22000122070312,149.8000030517578,124953200.0,148.9652557373047,184.1199951171875,178.39999389648438,178.91000366210938,183.1999969482422,426700.0,182.11500549316406
2021-11-01,15.380000114440918,14.119999885559082,14.170000076293945,15.279999732971191,8371400,15.279999732971191,1209.75,1118.6600341796875,1145.0,1208.5899658203125,56048700,1208.5899658203125,149.6999969482422,147.8000030517578,148.99000549316406,148.9600067138672,74588300.0,148.12994384765625,188.57000732421875,182.42999267578125,183.27000427246094,187.3699951171875,373400.0,186.26028442382812
